TransactionID,Date,Store,City,ProductCategory,Sales,Customers,Satisfaction,DiscountPercent,day,year,month
47,2024-01-27,Store A,Toronto,Food,2068.76,96,3.8,25,Saturday,2024,January
48,2023-11-01,Store G,Waterloo,Clothing,1631.53,69,,0,Wednesday,2023,November
49,2024-01-21,Store E,Kingston,Food,1167.54,82,,0,Sunday,2024,January
50,2025-09-06,Store G,Waterloo,Electronics,1249.94,102,4.3,5,Saturday,2025,September
51,2023-05-22,Store A,Toronto,Electronics,1908.39,82,3.2,0,Monday,2023,May
52,2023-06-28,Store G,Waterloo,Electronics,1070.89,109,3.9,0,Wednesday,2023,June
53,2025-08-21,Store D,London,Food,1045.55,104,3.6,15,Thursday,2025,August
54,2023-05-02,Store F,Mississauga,Food,2239.67,106,4.1,5,Tuesday,2023,May
55,2024-04-23,Store C,Hamilton,Electronics,1216.92,88,3.6,5,Tuesday,2024,April
56,2023-11-06,Store C,Hamilton,Sports,1895,110,4.1,15,Monday,2023,November
57,2023-08-17,Store B,Ottawa,Books,1826.54,125,4.2,0,Thursday,2023,August
58,2024-09-15,Store H,Windsor,Books,1708.33,87,,10,Sunday,2024,September
59,2023-04-02,Store A,Toronto,Food,2016.15,47,4.1,0,Sunday,2023,April
60,2023-05-17,Store A,Toronto,,961.67,41,4.6,0,Wednesday,2023,May
61,2023-06-28,Store C,Hamilton,Sports,1665.23,35,4,25,Wednesday,2023,June
62,2023-07-15,Store F,Mississauga,Food,1933.71,95,4.8,20,Saturday,2023,July
63,2023-04-20,Store A,Toronto,Food,1376.66,142,3.5,0,Thursday,2023,April
64,2024-10-09,Store A,Toronto,Home,1654.93,114,3.8,5,Wednesday,2024,October
65,2023-02-14,Store D,London,Home,2190,130,4.2,15,Tuesday,2023,February
66,2023-03-05,Store G,Waterloo,Home,1124.9,45,4,15,Sunday,2023,March
67,2023-03-24,Store C,Hamilton,Sports,1637.99,39,4.9,5,Friday,2023,March
68,2023-12-01,Store D,London,Clothing,2281.61,91,4,10,Friday,2023,December
69,2025-09-13,Store A,Toronto,Home,2270.86,48,4.1,5,Saturday,2025,September
70,2023-07-04,Store A,Toronto,Sports,1323.08,76,4.5,5,Tuesday,2023,July
71,2023-04-23,Store H,Windsor,Sports,1563.02,80,3.4,5,Sunday,2023,April
72,2024-03-11,Store H,Windsor,Books,1807.38,136,4.1,20,Monday,2024,March
73,2025-01-05,Store F,Mississauga,Home,2465.4,100,4.3,15,Sunday,2025,January
74,2024-05-15,Store C,Hamilton,,1803.64,54,3.8,15,Wednesday,2024,May
75,2025-11-02,Store E,Kingston,Food,2224.65,59,4.5,0,Sunday,2025,November
76,2023-06-23,Store E,Kingston,Sports,9007.81,71,4.3,5,Friday,2023,June
77,2024-11-16,Store H,Windsor,Electronics,2251.25,80,3.6,5,Saturday,2024,November
78,2025-05-09,Store D,London,Home,1523.65,72,3.9,5,Friday,2025,May
79,2025-01-27,Store D,London,,1435.75,67,4,0,Monday,2025,January
80,2025-06-22,Store D,London,Food,1685.15,66,3.7,25,Sunday,2025,June
81,2025-07-23,Store D,London,Electronics,1680,140,,5,Wednesday,2025,July
82,2023-03-07,Store F,Mississauga,Books,1125.53,95,3.9,15,Tuesday,2023,March
83,2024-01-11,Store B,Ottawa,Electronics,2110.86,41,4.2,0,Thursday,2024,January
84,2025-06-27,Store G,Waterloo,Books,1792.12,113,4.1,0,Friday,2025,June
85,2024-02-13,Store E,Kingston,Books,511.6,77,4.2,15,Tuesday,2024,February
86,2024-02-16,Store F,Mississauga,Electronics,1883.22,119,4.3,20,Friday,2024,February
87,2024-01-11,Store D,London,Books,2268,70,3.7,10,Thursday,2024,January
88,2024-09-04,Store F,Mississauga,,1792.5,112,3.9,25,Wednesday,2024,September
89,2025-01-23,Store E,Kingston,Food,785.2,40,3.6,0,Thursday,2025,January
90,2025-06-13,Store F,Mississauga,Books,2643.07,87,,0,Friday,2025,June
91,2025-12-12,Store B,Ottawa,Clothing,2008.1,96,4.2,20,Friday,2025,December
92,2023-07-13,Store B,Ottawa,Clothing,1314.55,32,,5,Thursday,2023,July
93,2025-12-01,Store G,Waterloo,Home,2411.88,104,4.3,0,Monday,2025,December
94,2024-02-17,Store A,Toronto,Books,1595.71,33,4.1,5,Saturday,2024,February
95,2024-05-25,Store G,Waterloo,Sports,2004.15,49,4.4,5,Saturday,2024,May
96,2023-05-28,Store C,Hamilton,Home,1180.61,46,3.8,10,Sunday,2023,May
97,2025-03-11,Store D,London,Electronics,875.4,5,3.8,10,Tuesday,2025,March
98,2025-10-11,Store D,London,Sports,1678.23,44,4.3,5,Saturday,2025,October
99,2025-05-15,Store A,Toronto,Sports,2157.18,106,4.2,5,Thursday,2025,May
100,2025-11-20,Store F,Mississauga,Food,2492.41,142,4,10,Thursday,2025,November
101,2023-08-26,Store F,Mississauga,Electronics,1485.25,85,3.6,0,Saturday,2023,August
102,2025-04-08,Store G,Waterloo,Food,2145.96,88,4.8,15,Tuesday,2025,April
103,2024-07-26,Store C,Hamilton,Clothing,1596.67,111,4.4,20,Friday,2024,July
104,2025-10-05,Store E,Kingston,Sports,1685.69,104,4.4,5,Sunday,2025,October
105,2024-03-10,Store G,Waterloo,Sports,1167.57,52,3.7,15,Sunday,2024,March
106,2023-04-26,Store A,Toronto,Home,2476.91,47,4.3,10,Wednesday,2023,April
107,2025-07-19,Store E,Kingston,Home,2182.35,105,4.6,15,Saturday,2025,July
108,2023-09-25,Store H,Windsor,Electronics,1761.81,56,2.9,15,Monday,2023,September
109,2024-01-18,Store B,Ottawa,Books,1322.58,70,3.4,25,Thursday,2024,January
110,2023-12-07,Store B,Ottawa,Clothing,2410.36,99,3,15,Thursday,2023,December
111,2023-09-07,Store A,Toronto,Books,1682.78,80,4.2,5,Thursday,2023,September
112,2024-06-10,Store C,Hamilton,Home,1870.2,79,3.9,0,Monday,2024,June
113,2024-03-20,Store B,Ottawa,Home,1373.64,119,4.4,25,Wednesday,2024,March
114,2025-10-03,Store E,Kingston,Books,1213.13,68,,15,Friday,2025,October
115,2025-03-16,Store F,Mississauga,Books,1232.61,66,,15,Sunday,2025,March
116,2023-06-07,Store H,Windsor,Sports,2229.81,73,4.3,5,Wednesday,2023,June
117,2024-03-06,Store D,London,Clothing,1407.24,83,4.1,10,Wednesday,2024,March
118,2024-10-27,Store B,Ottawa,Food,1156.31,45,4.4,10,Sunday,2024,October
119,2024-07-06,Store D,London,Electronics,1019.66,75,4,0,Saturday,2024,July
120,2024-01-05,Store A,Toronto,Sports,1903.04,109,3.4,10,Friday,2024,January
121,2023-02-13,Store A,Toronto,Electronics,2223.88,78,3.7,15,Monday,2023,February
122,2023-03-16,Store G,Waterloo,Home,666.17,45,3.1,0,Thursday,2023,March
123,2023-09-16,Store D,London,Clothing,1265.11,54,4.3,15,Saturday,2023,September
124,2025-07-31,Store E,Kingston,Electronics,1875.64,58,,0,Thursday,2025,July
125,2024-03-17,Store C,Hamilton,Electronics,420.59,96,,0,Sunday,2024,March
126,2023-03-05,Store B,Ottawa,Sports,2062.9,57,4.1,5,Sunday,2023,March
127,2025-02-01,Store A,Toronto,Electronics,1717.5,102,4.3,0,Saturday,2025,February
128,2023-06-21,Store C,Hamilton,Home,1558.29,145,3.8,25,Wednesday,2023,June
129,2023-07-22,Store F,Mississauga,Sports,1992.77,120,4,0,Saturday,2023,July
130,2023-02-02,Store C,Hamilton,Electronics,1305.81,85,3.8,10,Thursday,2023,February
131,2025-12-19,Store C,Hamilton,Books,2637.65,156,,10,Friday,2025,December
132,2024-10-01,Store H,Windsor,Books,1465.01,39,,15,Tuesday,2024,October
133,2025-04-01,Store F,Mississauga,Sports,893.8,112,3.7,20,Tuesday,2025,April
134,2023-08-01,Store F,Mississauga,Home,2627.94,100,,5,Tuesday,2023,August
135,2023-01-26,Store A,Toronto,Clothing,2386.51,96,3.8,10,Thursday,2023,January
136,2025-11-07,Store A,Toronto,Clothing,1931.7,135,4.1,20,Friday,2025,November
137,2025-09-30,Store C,Hamilton,Books,1808.38,64,3.9,5,Tuesday,2025,September
138,2025-02-17,Store A,Toronto,Home,1293.89,87,5,5,Monday,2025,February
139,2024-08-16,Store C,Hamilton,Home,1505.6,50,4.4,10,Friday,2024,August
140,2023-01-15,Store C,Hamilton,Electronics,653.21,66,4.1,15,Sunday,2023,January
141,2023-05-22,Store A,Toronto,Electronics,2397.79,96,4.1,0,Monday,2023,May
142,2025-05-16,Store H,Windsor,Sports,1027.42,73,4.7,0,Friday,2025,May
143,2024-11-18,Store A,Toronto,Food,2606.35,135,4.3,10,Monday,2024,November
144,2023-03-20,Store C,Hamilton,Home,1111.1,73,3.7,15,Monday,2023,March
145,2023-03-30,Store C,Hamilton,Food,1725.41,94,4,15,Thursday,2023,March
146,2025-02-25,Store B,Ottawa,Books,1345.49,76,4.1,20,Tuesday,2025,February
147,2024-08-25,Store D,London,Sports,2587.99,,4.8,10,Sunday,2024,August
148,2025-01-10,Store G,Waterloo,Sports,2036.73,96,4.8,0,Friday,2025,January
149,2023-06-07,Store A,Toronto,,1354.76,119,3.8,10,Wednesday,2023,June
150,2025-07-23,Store F,Mississauga,Home,2322.66,89,3.6,10,Wednesday,2025,July
151,2023-11-09,Store F,Mississauga,Sports,3180.48,151,4.5,0,Thursday,2023,November
152,2023-07-26,Store H,Windsor,Sports,1220.65,84,4.3,0,Wednesday,2023,July
153,2025-03-16,Store G,Waterloo,Books,2029.46,81,4,5,Sunday,2025,March
154,2025-10-07,Store E,Kingston,Books,822.71,75,4.6,5,Tuesday,2025,October
155,2023-01-11,Store A,Toronto,,2005.43,66,4.7,0,Wednesday,2023,January
156,2023-05-10,Store E,Kingston,Sports,1493.32,74,3.8,5,Wednesday,2023,May
157,2024-03-01,Store D,London,Electronics,1346.36,65,3.7,25,Friday,2024,March
158,2024-08-06,Store G,Waterloo,Sports,1451.07,58,5,5,Tuesday,2024,August
159,2024-01-05,Store B,Ottawa,Home,2032.16,73,3.6,5,Friday,2024,January
160,2024-01-12,Store B,Ottawa,Clothing,2066.6,113,3.8,15,Friday,2024,January
161,2025-09-25,Store B,Ottawa,Sports,1504.31,103,3.8,0,Thursday,2025,September
162,2025-02-09,Store B,Ottawa,Food,1830.22,90,4.5,5,Sunday,2025,February
163,2024-09-05,Store H,Windsor,Sports,1532.63,,4.5,5,Thursday,2024,September
164,2025-02-03,Store D,London,Electronics,1524.01,91,5,10,Monday,2025,February
165,2024-11-25,Store A,Toronto,Food,2523.7,119,4.4,15,Monday,2024,November
166,2024-03-05,Store F,Mississauga,Clothing,2487.77,103,3.8,20,Tuesday,2024,March
167,2024-02-07,Store B,Ottawa,Home,2175.61,88,4.1,5,Wednesday,2024,February
168,2025-02-11,Store E,Kingston,Books,353.85,24,3,5,Tuesday,2025,February
169,2024-12-04,Store E,Kingston,Food,1743.73,105,4,15,Wednesday,2024,December
170,2025-05-22,Store H,Windsor,Books,1465.43,71,3.6,0,Thursday,2025,May
171,2025-11-20,Store C,Hamilton,Food,2423.31,108,4.3,5,Thursday,2025,November
172,2025-12-12,Store G,Waterloo,Food,2534.68,88,3.8,5,Friday,2025,December
173,2023-07-19,Store A,Toronto,Home,2084.1,90,4.3,0,Wednesday,2023,July
174,2023-08-10,Store E,Kingston,Sports,1362.53,97,5,20,Thursday,2023,August
175,2023-05-25,Store H,Windsor,Electronics,1383.55,64,5,15,Thursday,2023,May
176,2025-11-07,Store D,London,Home,2829.7,74,4.4,0,Friday,2025,November
177,2025-10-12,Store G,Waterloo,,1718.72,75,4.2,0,Sunday,2025,October
178,2024-11-11,Store E,Kingston,Home,1424.67,113,,0,Monday,2024,November
179,2023-10-20,Store H,Windsor,Sports,1603.98,66,,10,Friday,2023,October
180,2025-02-12,Store H,Windsor,Electronics,1542.25,77,3.9,5,Wednesday,2025,February
181,2025-02-03,Store D,London,Electronics,312.41,55,3.8,10,Monday,2025,February
182,2023-08-20,Store F,Mississauga,Books,1853.58,116,,0,Sunday,2023,August
183,2024-11-21,Store G,Waterloo,Electronics,1506.03,111,4.6,10,Thursday,2024,November
184,2023-07-23,Store C,Hamilton,,1942.41,110,3.6,25,Sunday,2023,July
185,2023-10-05,Store F,Mississauga,Books,,101,4.7,25,Thursday,2023,October
186,2023-12-17,Store G,Waterloo,Home,2473.52,146,4.9,25,Sunday,2023,December
187,2025-10-26,Store D,London,Sports,620.35,78,3.8,5,Sunday,2025,October
188,2024-03-31,Store H,Windsor,Home,1592.95,76,4,25,Sunday,2024,March
189,2024-09-16,Store E,Kingston,Clothing,1081.22,63,3.8,15,Monday,2024,September
190,2024-08-14,Store F,Mississauga,Books,1948.53,133,4,20,Wednesday,2024,August
191,2025-07-29,Store F,Mississauga,Clothing,2229.97,120,3.5,5,Tuesday,2025,July
192,2024-04-08,Store A,Toronto,Electronics,1036.85,81,4.3,20,Monday,2024,April
193,2025-04-04,Store F,Mississauga,Electronics,2343.91,130,3.9,25,Friday,2025,April
194,2023-05-18,Store A,Toronto,,1585.79,94,3.8,10,Thursday,2023,May
195,2024-07-08,Store A,Toronto,Books,1585.18,137,4.4,10,Monday,2024,July
196,2024-05-05,Store B,Ottawa,,1853.3,75,4.5,5,Sunday,2024,May
197,2025-11-28,Store H,Windsor,Clothing,2530.8,116,3.5,10,Friday,2025,November
198,2024-10-10,Store E,Kingston,Home,1395.93,54,,0,Thursday,2024,October
199,2023-01-26,Store A,Toronto,Home,962.15,,3.7,20,Thursday,2023,January
200,2023-12-05,Store C,Hamilton,Sports,1612.86,77,4.5,10,Tuesday,2023,December
201,2023-02-11,Store B,Ottawa,Clothing,1555.35,57,4,10,Saturday,2023,February
202,2025-01-18,Store E,Kingston,Food,1588.34,75,3.6,15,Saturday,2025,January
203,2024-08-23,Store B,Ottawa,Food,1284.2,69,3.9,20,Friday,2024,August
204,2024-09-14,Store B,Ottawa,Clothing,1275.4,102,3.1,5,Saturday,2024,September
205,2023-01-07,Store G,Waterloo,Books,2287.7,77,3.8,0,Saturday,2023,January
206,2023-02-06,Store E,Kingston,Electronics,861.71,29,3.7,10,Monday,2023,February
207,2024-06-23,Store G,Waterloo,Food,1417.81,55,4.7,10,Sunday,2024,June
208,2025-03-24,Store D,London,Sports,1786.46,66,4.2,15,Monday,2025,March
209,2025-05-08,Store D,London,Food,2737.91,61,4.7,15,Thursday,2025,May
210,2024-08-24,Store E,Kingston,Food,1576.22,112,3.8,0,Saturday,2024,August
211,2024-02-26,Store C,Hamilton,Electronics,1052.39,75,4.3,0,Monday,2024,February
212,2023-07-22,Store H,Windsor,Books,1523.37,70,4.1,10,Saturday,2023,July
213,2025-10-23,Store F,Mississauga,Electronics,1165.77,132,3.7,0,Thursday,2025,October
214,2024-11-09,Store A,Toronto,Sports,1971.54,175,3.1,25,Saturday,2024,November
215,2024-07-20,Store A,Toronto,Clothing,2020.26,84,4,10,Saturday,2024,July
216,2025-09-26,Store C,Hamilton,Sports,1265.88,61,4,5,Friday,2025,September
217,2025-07-24,Store H,Windsor,Books,1676.26,91,3.3,15,Thursday,2025,July
218,2025-05-17,Store C,Hamilton,Clothing,1281.12,90,4.1,25,Saturday,2025,May
219,2025-12-07,Store G,Waterloo,Food,2239.02,67,4.1,5,Sunday,2025,December
220,2025-01-02,Store G,Waterloo,Clothing,1162.5,88,3.9,5,Thursday,2025,January
221,2023-02-08,Store B,Ottawa,,561.63,79,3.9,0,Wednesday,2023,February
222,2023-10-31,Store F,Mississauga,Books,17169.44,72,3.5,10,Tuesday,2023,October
223,2024-09-17,Store E,Kingston,Electronics,1140.02,85,3.9,0,Tuesday,2024,September
224,2025-10-08,Store D,London,Home,2732.76,99,3.4,10,Wednesday,2025,October
225,2024-10-22,Store F,Mississauga,Books,1794.98,81,4.5,20,Tuesday,2024,October
226,2025-01-06,Store H,Windsor,Sports,1123.72,64,3.9,0,Monday,2025,January
227,2024-09-29,Store G,Waterloo,Sports,2209.15,121,5,5,Sunday,2024,September
228,2025-01-05,Store D,London,Home,1216,66,,20,Sunday,2025,January
229,2025-05-08,Store A,Toronto,Books,1578.05,82,4.5,25,Thursday,2025,May
230,2025-11-12,Store C,Hamilton,Electronics,2417.83,112,4.3,10,Wednesday,2025,November
231,2023-11-22,Store F,Mississauga,Sports,1676.4,83,4.2,0,Wednesday,2023,November
232,2025-06-22,Store H,Windsor,Books,1619.23,136,3.7,15,Sunday,2025,June
233,2025-05-08,Store E,Kingston,Books,903.6,48,,0,Thursday,2025,May
234,2024-09-20,Store D,London,Sports,2154.5,57,4.9,10,Friday,2024,September
235,2025-07-15,Store C,Hamilton,Food,1570.89,99,,10,Tuesday,2025,July
236,2024-08-03,Store C,Hamilton,Sports,2191.73,114,4.5,15,Saturday,2024,August
237,2023-12-12,Store B,Ottawa,Books,2654.52,76,4,5,Tuesday,2023,December
238,2025-04-06,Store C,Hamilton,Sports,522.27,60,3.9,5,Sunday,2025,April
239,2025-08-28,Store D,London,Electronics,1833.49,74,3.9,5,Thursday,2025,August
240,2023-05-26,Store A,Toronto,Clothing,1199.55,90,,20,Friday,2023,May
241,2024-06-03,Store B,Ottawa,Clothing,650.16,80,4,10,Monday,2024,June
242,2024-08-25,Store H,Windsor,,5055.16,76,3.6,25,Sunday,2024,August
243,2025-11-14,Store C,Hamilton,Books,2137.44,157,3.8,15,Friday,2025,November
244,2023-03-19,Store F,Mississauga,Electronics,1621.4,,4,0,Sunday,2023,March
245,2023-08-14,Store D,London,,1317.17,107,4.2,5,Monday,2023,August
246,2024-05-18,Store E,Kingston,Food,1694.11,62,,15,Saturday,2024,May
247,2023-10-15,Store H,Windsor,Food,1860.45,98,4.2,20,Sunday,2023,October
248,2025-11-20,Store D,London,Sports,2137.59,128,4.3,5,Thursday,2025,November
249,2025-04-22,Store G,Waterloo,Books,2280.91,127,4.4,0,Tuesday,2025,April
250,2025-06-10,Store F,Mississauga,Books,2046.56,,4.4,0,Tuesday,2025,June
251,2025-09-30,Store A,Toronto,Clothing,1235.49,81,4.9,0,Tuesday,2025,September
252,2023-06-11,Store F,Mississauga,Clothing,1838.49,118,3.6,15,Sunday,2023,June
253,2025-07-04,Store B,Ottawa,Books,2498.63,79,4.3,15,Friday,2025,July
254,2025-03-31,Store C,Hamilton,Sports,,106,3,0,Monday,2025,March
255,2024-05-06,Store C,Hamilton,Sports,2000.45,80,3.9,0,Monday,2024,May
256,2025-08-28,Store C,Hamilton,Food,1496.01,81,4.3,5,Thursday,2025,August
257,2024-11-12,Store G,Waterloo,Home,1745.74,45,4.1,10,Tuesday,2024,November
258,2023-05-23,Store E,Kingston,Clothing,5349.06,75,5,0,Tuesday,2023,May
259,2025-05-21,Store F,Mississauga,Sports,665.31,118,4.2,0,Wednesday,2025,May
260,2024-08-07,Store B,Ottawa,Books,1446.03,126,3.7,0,Wednesday,2024,August
261,2023-10-09,Store F,Mississauga,Sports,2593.01,90,4.7,0,Monday,2023,October
262,2024-09-14,Store F,Mississauga,Clothing,2860.99,79,3.9,0,Saturday,2024,September
263,2024-05-22,Store E,Kingston,Sports,1512.13,117,4.9,10,Wednesday,2024,May
264,2025-07-09,Store G,Waterloo,Electronics,,100,3.9,10,Wednesday,2025,July
265,2023-10-10,Store B,Ottawa,Clothing,1385.99,96,4,5,Tuesday,2023,October
266,2024-04-08,Store G,Waterloo,Home,1575.51,99,4.5,25,Monday,2024,April
267,2023-08-30,Store A,Toronto,Books,2200.91,119,4.2,20,Wednesday,2023,August
268,2024-05-10,Store E,Kingston,Food,406.35,111,3.4,5,Friday,2024,May
269,2024-11-01,Store D,London,Sports,,110,3.1,15,Friday,2024,November
270,2023-01-30,Store F,Mississauga,Sports,1978.87,45,4.4,10,Monday,2023,January
271,2025-03-26,Store F,Mississauga,Sports,1777.88,135,4.4,10,Wednesday,2025,March
272,2024-05-29,Store F,Mississauga,Home,1196.02,84,3.7,10,Wednesday,2024,May
273,2025-07-09,Store B,Ottawa,Food,2184.58,92,4,15,Wednesday,2025,July
274,2024-02-25,Store D,London,Home,1643.71,119,4.1,5,Sunday,2024,February
275,2024-01-28,Store D,London,Clothing,1566.54,89,,15,Sunday,2024,January
276,2023-10-06,Store B,Ottawa,Electronics,1727.82,90,3.9,0,Friday,2023,October
277,2024-09-24,Store G,Waterloo,Books,1619.18,,4.5,10,Tuesday,2024,September
278,2024-09-14,Store D,London,Electronics,1763.29,46,4.3,10,Saturday,2024,September
279,2023-07-26,Store B,Ottawa,Food,2978.67,49,3.2,5,Wednesday,2023,July
280,2025-09-28,Store A,Toronto,Home,1660.55,39,4.3,10,Sunday,2025,September
281,2025-02-19,Store F,Mississauga,Books,1885.51,111,3.6,0,Wednesday,2025,February
282,2024-12-20,Store A,Toronto,Home,3397.54,147,,10,Friday,2024,December
283,2025-01-02,Store C,Hamilton,Clothing,1448.97,28,3.9,0,Thursday,2025,January
284,2023-09-14,Store E,Kingston,Clothing,2216.56,58,,5,Thursday,2023,September
285,2025-02-07,Store C,Hamilton,Electronics,1452.47,35,3,20,Friday,2025,February
286,2024-01-06,Store G,Waterloo,Clothing,1891.35,103,3.5,5,Saturday,2024,January
287,2023-10-27,Store H,Windsor,Clothing,940.03,77,4.2,5,Friday,2023,October
288,2025-05-12,Store B,Ottawa,Sports,1349.47,57,4.2,10,Monday,2025,May
289,2025-02-08,Store A,Toronto,Electronics,,57,4.9,0,Saturday,2025,February
290,2025-09-05,Store B,Ottawa,Food,1817.44,95,4.3,10,Friday,2025,September
291,2024-01-11,Store C,Hamilton,Books,1692.24,84,4.5,10,Thursday,2024,January
292,2023-09-01,Store D,London,Books,1027.7,98,4.2,15,Friday,2023,September
293,2024-02-29,Store A,Toronto,Electronics,1537.55,108,3.7,20,Thursday,2024,February
294,2024-03-10,Store C,Hamilton,Food,,104,3.8,0,Sunday,2024,March
295,2023-01-10,Store D,London,Sports,1783.94,78,4.1,25,Tuesday,2023,January
296,2025-06-30,Store A,Toronto,Electronics,2339.23,169,,10,Monday,2025,June
297,2024-07-25,Store A,Toronto,Clothing,2276.23,146,3.8,10,Thursday,2024,July
298,2025-05-24,Store A,Toronto,Food,3091.09,125,3.4,5,Saturday,2025,May
299,2025-03-18,Store F,Mississauga,Home,1718.85,129,4.7,25,Tuesday,2025,March
300,2024-10-02,Store C,Hamilton,Food,1692.99,104,4.4,10,Wednesday,2024,October
301,2023-04-30,Store B,Ottawa,,780.76,122,3.7,0,Sunday,2023,April
302,2023-08-11,Store H,Windsor,Electronics,877.24,89,4,25,Friday,2023,August
303,2025-12-07,Store G,Waterloo,Sports,1961.55,149,3.4,20,Sunday,2025,December
304,2024-09-12,Store C,Hamilton,Sports,1568.44,10,4.3,15,Thursday,2024,September
305,2025-07-15,Store D,London,Electronics,1166.89,82,3.9,20,Tuesday,2025,July
306,2025-09-20,Store C,Hamilton,Home,1890.28,92,3.8,0,Saturday,2025,September
307,2023-01-28,Store H,Windsor,Books,1089.03,107,4.7,0,Saturday,2023,January
308,2025-06-01,Store C,Hamilton,Books,1254.64,72,4.8,10,Sunday,2025,June
309,2025-11-18,Store B,Ottawa,Home,974.22,106,4.3,10,Tuesday,2025,November
310,2024-03-26,Store H,Windsor,Electronics,1266.64,77,4.3,0,Tuesday,2024,March
311,2024-11-11,Store G,Waterloo,Sports,2563.78,46,3.8,0,Monday,2024,November
312,2024-06-11,Store C,Hamilton,Clothing,2303.57,79,4.2,15,Tuesday,2024,June
313,2025-09-24,Store A,Toronto,Sports,1510.2,78,3.7,10,Wednesday,2025,September
314,2024-10-30,Store C,Hamilton,Sports,1904.84,82,4,5,Wednesday,2024,October
315,2025-02-01,Store C,Hamilton,Sports,881.26,71,3.8,25,Saturday,2025,February
